pgc_name,full_pgc_name,hubb,E,Irr,S0,SBa,SBb,SBc,Sa,Sb,Sc
PGC 29295  ,PGC0029295,Sc,0,0,0,0,0,0,0,0,1
PGC 33477  ,PGC0033477,SBb,0,0,0,0,1,0,0,0,0
PGC 33485  ,PGC0033485,SBa,0,0,0,1,0,0,0,0,0
PGC 34204  ,PGC0034204,Sb,0,0,0,0,0,0,0,1,0
PGC 54188  ,PGC0054188,Sb,0,0,0,0,0,0,0,1,0
PGC 34699  ,PGC0034699,E,1,0,0,0,0,0,0,0,0
PGC 35295  ,PGC0035295,SBb,0,0,0,0,1,0,0,0,0
PGC 30042  ,PGC0030042,Irr,0,1,0,0,0,0,0,0,0
PGC 42152  ,PGC0042152,Sb,0,0,0,0,0,0,0,1,0
PGC 46321  ,PGC0046321,Sb,0,0,0,0,0,0,0,1,0
PGC 49571  ,PGC0049571,Sa,0,0,0,0,0,0,1,0,0
PGC 28949  ,PGC0028949,Sb,0,0,0,0,0,0,0,1,0
PGC 52532  ,PGC0052532,Sb,0,0,0,0,0,0,0,1,0
PGC 56005  ,PGC0056005,Sb,0,0,0,0,0,0,0,1,0
PGC 33569  ,PGC0033569,Sb,0,0,0,0,0,0,0,1,0
PGC 36155  ,PGC0036155,Sa,0,0,0,0,0,0,1,0,0
PGC 31037  ,PGC0031037,SBc,0,0,0,0,0,1,0,0,0
PGC 27049  ,PGC0027049,S0,0,0,1,0,0,0,0,0,0
PGC 35419  ,PGC0035419,SBa,0,0,0,1,0,0,0,0,0
PGC 53857  ,PGC0053857,Sb,0,0,0,0,0,0,0,1,0
PGC 36824  ,PGC0036824,Sa,0,0,0,0,0,0,1,0,0
PGC 33929  ,PGC0033929,S0,0,0,1,0,0,0,0,0,0
PGC 53268  ,PGC0053268,Sb,0,0,0,0,0,0,0,1,0
PGC 28741  ,PGC0028741,Sc,0,0,0,0,0,0,0,0,1
PGC 54909  ,PGC0054909,Sc,0,0,0,0,0,0,0,0,1
PGC 33002  ,PGC0033002,S0,0,0,1,0,0,0,0,0,0
PGC 32570  ,PGC0032570,Sc,0,0,0,0,0,0,0,0,1
PGC 33902  ,PGC0033902,E,1,0,0,0,0,0,0,0,0
PGC 55687  ,PGC0055687,Sc,0,0,0,0,0,0,0,0,1
PGC 48273  ,PGC0048273,Sb,0,0,0,0,0,0,0,1,0
PGC 34476  ,PGC0034476,Irr,0,1,0,0,0,0,0,0,0
PGC 33019  ,PGC0033019,Sa,0,0,0,0,0,0,1,0,0
PGC 33220  ,PGC0033220,SBc,0,0,0,0,0,1,0,0,0
PGC 34530  ,PGC0034530,Irr,0,1,0,0,0,0,0,0,0
PGC 37380  ,PGC0037380,S0,0,0,1,0,0,0,0,0,0
PGC 39265  ,PGC0039265,Irr,0,1,0,0,0,0,0,0,0
PGC 53094  ,PGC0053094,SBb,0,0,0,0,1,0,0,0,0
PGC 35458  ,PGC0035458,SBb,0,0,0,0,1,0,0,0,0
PGC 37010  ,PGC0037010,Sb,0,0,0,0,0,0,0,1,0
PGC 26528  ,PGC0026528,SBb,0,0,0,0,1,0,0,0,0
PGC 37949  ,PGC0037949,Sa,0,0,0,0,0,0,1,0,0
PGC 24960  ,PGC0024960,Sc,0,0,0,0,0,0,0,0,1
PGC 48693  ,PGC0048693,Sc,0,0,0,0,0,0,0,0,1
PGC 51622  ,PGC0051622,Sb,0,0,0,0,0,0,0,1,0
PGC 55873  ,PGC0055873,Sc,0,0,0,0,0,0,0,0,1
PGC 32396  ,PGC0032396,Sb,0,0,0,0,0,0,0,1,0
PGC 51610  ,PGC0051610,Sb,0,0,0,0,0,0,0,1,0
PGC 29995  ,PGC0029995,Sc,0,0,0,0,0,0,0,0,1
PGC 50918  ,PGC0050918,Sc,0,0,0,0,0,0,0,0,1
PGC 33446  ,PGC0033446,Sb,0,0,0,0,0,0,0,1,0
PGC 33760  ,PGC0033760,S0,0,0,1,0,0,0,0,0,0
PGC 33930  ,PGC0033930,SBa,0,0,0,1,0,0,0,0,0
PGC 47794  ,PGC0047794,E,1,0,0,0,0,0,0,0,0
PGC 43525  ,PGC0043525,Sc,0,0,0,0,0,0,0,0,1
PGC 53675  ,PGC0053675,Sc,0,0,0,0,0,0,0,0,1
PGC 27981  ,PGC0027981,Sa,0,0,0,0,0,0,1,0,0
PGC 32086  ,PGC0032086,Sc,0,0,0,0,0,0,0,0,1
PGC 49335  ,PGC0049335,Sc,0,0,0,0,0,0,0,0,1
PGC 33067  ,PGC0033067,Sb,0,0,0,0,0,0,0,1,0
PGC 44932  ,PGC0044932,Sa,0,0,0,0,0,0,1,0,0
PGC 29249  ,PGC0029249,E,1,0,0,0,0,0,0,0,0
PGC 36242  ,PGC0036242,Sc,0,0,0,0,0,0,0,0,1
PGC 51303  ,PGC0051303,Sb,0,0,0,0,0,0,0,1,0
PGC 22950  ,PGC0022950,E,1,0,0,0,0,0,0,0,0
PGC 37104  ,PGC0037104,E,1,0,0,0,0,0,0,0,0
PGC 48421  ,PGC0048421,Sb,0,0,0,0,0,0,0,1,0
PGC 56844  ,PGC0056844,Sc,0,0,0,0,0,0,0,0,1
PGC 31701  ,PGC0031701,Sa,0,0,0,0,0,0,1,0,0
PGC 34335  ,PGC0034335,SBa,0,0,0,1,0,0,0,0,0
PGC 51604  ,PGC0051604,Irr,0,1,0,0,0,0,0,0,0
PGC 27248  ,PGC0027248,SBc,0,0,0,0,0,1,0,0,0
PGC 35598  ,PGC0035598,Sa,0,0,0,0,0,0,1,0,0
PGC 33461  ,PGC0033461,Sb,0,0,0,0,0,0,0,1,0
PGC 54443  ,PGC0054443,Sa,0,0,0,0,0,0,1,0,0
PGC 34140  ,PGC0034140,S0,0,0,1,0,0,0,0,0,0
PGC 49411  ,PGC0049411,SBb,0,0,0,0,1,0,0,0,0
PGC 51537  ,PGC0051537,SBb,0,0,0,0,1,0,0,0,0
PGC 28818  ,PGC0028818,Sc,0,0,0,0,0,0,0,0,1
PGC 52141  ,PGC0052141,Irr,0,1,0,0,0,0,0,0,0
PGC 39712  ,PGC0039712,S0,0,0,1,0,0,0,0,0,0
PGC 33876  ,PGC0033876,Sb,0,0,0,0,0,0,0,1,0
PGC 51878  ,PGC0051878,Sb,0,0,0,0,0,0,0,1,0
PGC 32449  ,PGC0032449,SBb,0,0,0,0,1,0,0,0,0
PGC 28913  ,PGC0028913,Irr,0,1,0,0,0,0,0,0,0
PGC 39759  ,PGC0039759,S0,0,0,1,0,0,0,0,0,0
PGC 34783  ,PGC0034783,E,1,0,0,0,0,0,0,0,0
PGC 49399  ,PGC0049399,Sb,0,0,0,0,0,0,0,1,0
PGC 52132  ,PGC0052132,Sb,0,0,0,0,0,0,0,1,0
PGC 33339  ,PGC0033339,E,1,0,0,0,0,0,0,0,0
PGC 54232  ,PGC0054232,Sb,0,0,0,0,0,0,0,1,0
PGC 46556  ,PGC0046556,Irr,0,1,0,0,0,0,0,0,0
PGC 52042  ,PGC0052042,Sc,0,0,0,0,0,0,0,0,1
PGC 45840  ,PGC0045840,Irr,0,1,0,0,0,0,0,0,0
PGC 36012  ,PGC0036012,Sb,0,0,0,0,0,0,0,1,0
PGC 49791  ,PGC0049791,Sc,0,0,0,0,0,0,0,0,1
PGC 39699  ,PGC0039699,SBa,0,0,0,1,0,0,0,0,0
PGC 54420  ,PGC0054420,Sb,0,0,0,0,0,0,0,1,0
PGC 39537  ,PGC0039537,Sb,0,0,0,0,0,0,0,1,0
PGC 34949  ,PGC0034949,SBa,0,0,0,1,0,0,0,0,0
PGC 31567  ,PGC0031567,Sa,0,0,0,0,0,0,1,0,0
PGC 24374  ,PGC0024374,Sc,0,0,0,0,0,0,0,0,1
PGC 53696  ,PGC0053696,S0,0,0,1,0,0,0,0,0,0
PGC 31651  ,PGC0031651,Sb,0,0,0,0,0,0,0,1,0
PGC 32937  ,PGC0032937,Sa,0,0,0,0,0,0,1,0,0
PGC 35639  ,PGC0035639,Sb,0,0,0,0,0,0,0,1,0
PGC 39624  ,PGC0039624,Sa,0,0,0,0,0,0,1,0,0
PGC 49343  ,PGC0049343,Irr,0,1,0,0,0,0,0,0,0
PGC 39188  ,PGC0039188,E,1,0,0,0,0,0,0,0,0
PGC 35420  ,PGC0035420,SBa,0,0,0,1,0,0,0,0,0
PGC 39114  ,PGC0039114,Sc,0,0,0,0,0,0,0,0,1
PGC 55816  ,PGC0055816,SBb,0,0,0,0,1,0,0,0,0
PGC 27219  ,PGC0027219,SBb,0,0,0,0,1,0,0,0,0
PGC 26357  ,PGC0026357,SBb,0,0,0,0,1,0,0,0,0
PGC 43106  ,PGC0043106,Sc,0,0,0,0,0,0,0,0,1
PGC 52488  ,PGC0052488,SBb,0,0,0,0,1,0,0,0,0
PGC 55637  ,PGC0055637,SBc,0,0,0,0,0,1,0,0,0
PGC 51865  ,PGC0051865,Sb,0,0,0,0,0,0,0,1,0
PGC 32986  ,PGC0032986,Sc,0,0,0,0,0,0,0,0,1
PGC 50317  ,PGC0050317,Sb,0,0,0,0,0,0,0,1,0
PGC 46278  ,PGC0046278,SBb,0,0,0,0,1,0,0,0,0
PGC 51638  ,PGC0051638,Sc,0,0,0,0,0,0,0,0,1
PGC 33310  ,PGC0033310,SBb,0,0,0,0,1,0,0,0,0
PGC 45936  ,PGC0045936,SBb,0,0,0,0,1,0,0,0,0
PGC 49724  ,PGC0049724,Sb,0,0,0,0,0,0,0,1,0
PGC 49650  ,PGC0049650,SBb,0,0,0,0,1,0,0,0,0
PGC 30885  ,PGC0030885,Sc,0,0,0,0,0,0,0,0,1
PGC 35272  ,PGC0035272,Sb,0,0,0,0,0,0,0,1,0
PGC 51909  ,PGC0051909,Sc,0,0,0,0,0,0,0,0,1
PGC 48294  ,PGC0048294,Sc,0,0,0,0,0,0,0,0,1
PGC 37400  ,PGC0037400,SBb,0,0,0,0,1,0,0,0,0
PGC 47929  ,PGC0047929,Sa,0,0,0,0,0,0,1,0,0
PGC 39601  ,PGC0039601,SBc,0,0,0,0,0,1,0,0,0
PGC 35013  ,PGC0035013,S0,0,0,1,0,0,0,0,0,0
PGC 51921  ,PGC0051921,SBb,0,0,0,0,1,0,0,0,0
PGC 40851  ,PGC0040851,SBb,0,0,0,0,1,0,0,0,0
PGC 25225  ,PGC0025225,Sa,0,0,0,0,0,0,1,0,0
PGC 33783  ,PGC0033783,Sc,0,0,0,0,0,0,0,0,1
PGC 41861  ,PGC0041861,Irr,0,1,0,0,0,0,0,0,0
PGC 25556  ,PGC0025556,Sc,0,0,0,0,0,0,0,0,1
PGC 52421  ,PGC0052421,Sc,0,0,0,0,0,0,0,0,1
PGC 30178  ,PGC0030178,Sc,0,0,0,0,0,0,0,0,1
PGC 26150  ,PGC0026150,SBc,0,0,0,0,0,1,0,0,0
PGC 33792  ,PGC0033792,SBb,0,0,0,0,1,0,0,0,0
PGC 37321  ,PGC0037321,Sc,0,0,0,0,0,0,0,0,1
PGC 46342  ,PGC0046342,Sa,0,0,0,0,0,0,1,0,0
PGC 46534  ,PGC0046534,Sb,0,0,0,0,0,0,0,1,0
PGC 49719  ,PGC0049719,S0,0,0,1,0,0,0,0,0,0
PGC 46250  ,PGC0046250,Sb,0,0,0,0,0,0,0,1,0
PGC 31834  ,PGC0031834,Sc,0,0,0,0,0,0,0,0,1
PGC 27968  ,PGC0027968,Sc,0,0,0,0,0,0,0,0,1
PGC 33168  ,PGC0033168,SBb,0,0,0,0,1,0,0,0,0
PGC 46782  ,PGC0046782,Sc,0,0,0,0,0,0,0,0,1
PGC 34026  ,PGC0034026,E,1,0,0,0,0,0,0,0,0
PGC 48105  ,PGC0048105,Sa,0,0,0,0,0,0,1,0,0
PGC 50130  ,PGC0050130,Sb,0,0,0,0,0,0,0,1,0
PGC 33058  ,PGC0033058,Sa,0,0,0,0,0,0,1,0,0
PGC 34222  ,PGC0034222,E,1,0,0,0,0,0,0,0,0
PGC 37014  ,PGC0037014,SBb,0,0,0,0,1,0,0,0,0
PGC 51423  ,PGC0051423,Sb,0,0,0,0,0,0,0,1,0
PGC 32078  ,PGC0032078,Sc,0,0,0,0,0,0,0,0,1
PGC 53470  ,PGC0053470,SBa,0,0,0,1,0,0,0,0,0
PGC 55824  ,PGC0055824,Sc,0,0,0,0,0,0,0,0,1
PGC 39483  ,PGC0039483,SBc,0,0,0,0,0,1,0,0,0
PGC 40147  ,PGC0040147,Sb,0,0,0,0,0,0,0,1,0
PGC 39412  ,PGC0039412,S0,0,0,1,0,0,0,0,0,0
PGC 33680  ,PGC0033680,E,1,0,0,0,0,0,0,0,0
PGC 32021  ,PGC0032021,Sb,0,0,0,0,0,0,0,1,0
PGC 45039  ,PGC0045039,Sc,0,0,0,0,0,0,0,0,1
PGC 50089  ,PGC0050089,Sc,0,0,0,0,0,0,0,0,1
PGC 42277  ,PGC0042277,Sc,0,0,0,0,0,0,0,0,1
PGC 22554  ,PGC0022554,SBa,0,0,0,1,0,0,0,0,0
PGC 32907  ,PGC0032907,SBc,0,0,0,0,0,1,0,0,0
PGC 48202  ,PGC0048202,SBb,0,0,0,0,1,0,0,0,0
PGC 55989  ,PGC0055989,Irr,0,1,0,0,0,0,0,0,0
PGC 33387  ,PGC0033387,Sa,0,0,0,0,0,0,1,0,0
PGC 34015  ,PGC0034015,S0,0,0,1,0,0,0,0,0,0
PGC 32364  ,PGC0032364,S0,0,0,1,0,0,0,0,0,0
PGC 42108  ,PGC0042108,Irr,0,1,0,0,0,0,0,0,0
PGC 24665  ,PGC0024665,Sa,0,0,0,0,0,0,1,0,0
PGC 36063  ,PGC0036063,Sc,0,0,0,0,0,0,0,0,1
PGC 40251  ,PGC0040251,Sb,0,0,0,0,0,0,0,1,0
PGC 27518  ,PGC0027518,SBb,0,0,0,0,1,0,0,0,0
PGC 36988  ,PGC0036988,Sc,0,0,0,0,0,0,0,0,1
PGC 45614  ,PGC0045614,Sc,0,0,0,0,0,0,0,0,1
PGC 54526  ,PGC0054526,E,1,0,0,0,0,0,0,0,0
PGC 29835  ,PGC0029835,Sc,0,0,0,0,0,0,0,0,1
PGC 38964  ,PGC0038964,Sa,0,0,0,0,0,0,1,0,0
PGC 40317  ,PGC0040317,Sc,0,0,0,0,0,0,0,0,1
PGC 26418  ,PGC0026418,Sb,0,0,0,0,0,0,0,1,0
PGC 29746  ,PGC0029746,Sc,0,0,0,0,0,0,0,0,1
PGC 42169  ,PGC0042169,Irr,0,1,0,0,0,0,0,0,0
PGC 40280  ,PGC0040280,S0,0,0,1,0,0,0,0,0,0
PGC 41847  ,PGC0041847,Irr,0,1,0,0,0,0,0,0,0
PGC 58055  ,PGC0058055,Sc,0,0,0,0,0,0,0,0,1
PGC 47678  ,PGC0047678,Sa,0,0,0,0,0,0,1,0,0
PGC 33635  ,PGC0033635,Sb,0,0,0,0,0,0,0,1,0
PGC 39479  ,PGC0039479,Sc,0,0,0,0,0,0,0,0,1
PGC 25876  ,PGC0025876,Sa,0,0,0,0,0,0,1,0,0
PGC 40566  ,PGC0040566,SBc,0,0,0,0,0,1,0,0,0
PGC 56108  ,PGC0056108,Sc,0,0,0,0,0,0,0,0,1
PGC 33869  ,PGC0033869,Sb,0,0,0,0,0,0,0,1,0
PGC 32234  ,PGC0032234,SBb,0,0,0,0,1,0,0,0,0
PGC 26173  ,PGC0026173,Sb,0,0,0,0,0,0,0,1,0
PGC 57827  ,PGC0057827,Sb,0,0,0,0,0,0,0,1,0
PGC 39480  ,PGC0039480,Sa,0,0,0,0,0,0,1,0,0
PGC 34489  ,PGC0034489,E,1,0,0,0,0,0,0,0,0
PGC 55759  ,PGC0055759,S0,0,0,1,0,0,0,0,0,0
PGC 29956  ,PGC0029956,Sc,0,0,0,0,0,0,0,0,1
PGC 47654  ,PGC0047654,E,1,0,0,0,0,0,0,0,0
PGC 40439  ,PGC0040439,Sa,0,0,0,0,0,0,1,0,0
PGC 55295  ,PGC0055295,SBa,0,0,0,1,0,0,0,0,0
PGC 40218  ,PGC0040218,SBa,0,0,0,1,0,0,0,0,0
PGC 22266  ,PGC0022266,Sa,0,0,0,0,0,0,1,0,0
PGC 34599  ,PGC0034599,SBb,0,0,0,0,1,0,0,0,0
PGC 50865  ,PGC0050865,Sa,0,0,0,0,0,0,1,0,0
PGC 47939  ,PGC0047939,Sb,0,0,0,0,0,0,0,1,0
PGC 57261  ,PGC0057261,Sc,0,0,0,0,0,0,0,0,1
PGC 40607  ,PGC0040607,Sc,0,0,0,0,0,0,0,0,1
PGC 51084  ,PGC0051084,E,1,0,0,0,0,0,0,0,0
PGC 32661  ,PGC0032661,Irr,0,1,0,0,0,0,0,0,0
PGC 48122  ,PGC0048122,Irr,0,1,0,0,0,0,0,0,0
PGC 40861  ,PGC0040861,Irr,0,1,0,0,0,0,0,0,0
PGC 22542  ,PGC0022542,Sa,0,0,0,0,0,0,1,0,0
PGC 41170  ,PGC0041170,Sa,0,0,0,0,0,0,1,0,0
PGC 26932  ,PGC0026932,Sa,0,0,0,0,0,0,1,0,0
PGC 27504  ,PGC0027504,Sc,0,0,0,0,0,0,0,0,1
PGC 39067  ,PGC0039067,Irr,0,1,0,0,0,0,0,0,0
PGC 33645  ,PGC0033645,SBb,0,0,0,0,1,0,0,0,0
PGC 40303  ,PGC0040303,Irr,0,1,0,0,0,0,0,0,0
PGC 55069  ,PGC0055069,SBb,0,0,0,0,1,0,0,0,0
PGC 34527  ,PGC0034527,S0,0,0,1,0,0,0,0,0,0
PGC 35174  ,PGC0035174,Sc,0,0,0,0,0,0,0,0,1
PGC 53838  ,PGC0053838,Sb,0,0,0,0,0,0,0,1,0
PGC 42230  ,PGC0042230,Sc,0,0,0,0,0,0,0,0,1
PGC 44033  ,PGC0044033,Irr,0,1,0,0,0,0,0,0,0
PGC 40743  ,PGC0040743,SBc,0,0,0,0,0,1,0,0,0
PGC 36471  ,PGC0036471,S0,0,0,1,0,0,0,0,0,0
PGC 41258  ,PGC0041258,Irr,0,1,0,0,0,0,0,0,0
PGC 52625  ,PGC0052625,Sa,0,0,0,0,0,0,1,0,0
PGC 40337  ,PGC0040337,Sc,0,0,0,0,0,0,0,0,1
PGC 42348  ,PGC0042348,Irr,0,1,0,0,0,0,0,0,0
PGC 57205  ,PGC0057205,Sc,0,0,0,0,0,0,0,0,1
PGC 41169  ,PGC0041169,E,1,0,0,0,0,0,0,0,0
PGC 49995  ,PGC0049995,Sa,0,0,0,0,0,0,1,0,0
PGC 41586  ,PGC0041586,Irr,0,1,0,0,0,0,0,0,0
PGC 41383  ,PGC0041383,Sa,0,0,0,0,0,0,1,0,0
PGC 56744  ,PGC0056744,Sc,0,0,0,0,0,0,0,0,1
PGC 40886  ,PGC0040886,E,1,0,0,0,0,0,0,0,0
PGC 37816  ,PGC0037816,Sb,0,0,0,0,0,0,0,1,0
PGC 40122  ,PGC0040122,E,1,0,0,0,0,0,0,0,0
PGC 33004  ,PGC0033004,E,1,0,0,0,0,0,0,0,0
PGC 55845  ,PGC0055845,E,1,0,0,0,0,0,0,0,0
PGC 54455  ,PGC0054455,Irr,0,1,0,0,0,0,0,0,0
PGC 23147  ,PGC0023147,Sc,0,0,0,0,0,0,0,0,1
PGC 43074  ,PGC0043074,Sa,0,0,0,0,0,0,1,0,0
PGC 33436  ,PGC0033436,Sc,0,0,0,0,0,0,0,0,1
PGC 33567  ,PGC0033567,SBa,0,0,0,1,0,0,0,0,0
PGC 41363  ,PGC0041363,S0,0,0,1,0,0,0,0,0,0
PGC 34858  ,PGC0034858,SBa,0,0,0,1,0,0,0,0,0
PGC 28627  ,PGC0028627,Sa,0,0,0,0,0,0,1,0,0
PGC 46262  ,PGC0046262,Sc,0,0,0,0,0,0,0,0,1
PGC 54832  ,PGC0054832,SBb,0,0,0,0,1,0,0,0,0
PGC 48212  ,PGC0048212,Irr,0,1,0,0,0,0,0,0,0
PGC 40727  ,PGC0040727,S0,0,0,1,0,0,0,0,0,0
PGC 27074  ,PGC0027074,Sc,0,0,0,0,0,0,0,0,1
PGC 52499  ,PGC0052499,Sc,0,0,0,0,0,0,0,0,1
PGC 36607  ,PGC0036607,Sb,0,0,0,0,0,0,0,1,0
PGC 53869  ,PGC0053869,Sa,0,0,0,0,0,0,1,0,0
PGC 40342  ,PGC0040342,Sc,0,0,0,0,0,0,0,0,1
PGC 34829  ,PGC0034829,Sc,0,0,0,0,0,0,0,0,1
PGC 39753  ,PGC0039753,Sa,0,0,0,0,0,0,1,0,0
PGC 41036  ,PGC0041036,Irr,0,1,0,0,0,0,0,0,0
PGC 52248  ,PGC0052248,Sb,0,0,0,0,0,0,0,1,0
PGC 50709  ,PGC0050709,Sb,0,0,0,0,0,0,0,1,0
PGC 40014  ,PGC0040014,Irr,0,1,0,0,0,0,0,0,0
PGC 50030  ,PGC0050030,Sc,0,0,0,0,0,0,0,0,1
PGC 26407  ,PGC0026407,Sc,0,0,0,0,0,0,0,0,1
PGC 56697  ,PGC0056697,Sa,0,0,0,0,0,0,1,0,0
PGC 37861  ,PGC0037861,Sc,0,0,0,0,0,0,0,0,1
PGC 28531  ,PGC0028531,Sc,0,0,0,0,0,0,0,0,1
PGC 36174  ,PGC0036174,Irr,0,1,0,0,0,0,0,0,0
PGC 40695  ,PGC0040695,SBc,0,0,0,0,0,1,0,0,0
PGC 40745  ,PGC0040745,Sc,0,0,0,0,0,0,0,0,1
PGC 36450  ,PGC0036450,Sa,0,0,0,0,0,0,1,0,0
PGC 47947  ,PGC0047947,Irr,0,1,0,0,0,0,0,0,0
PGC 35365  ,PGC0035365,Sb,0,0,0,0,0,0,0,1,0
PGC 40034  ,PGC0040034,Sc,0,0,0,0,0,0,0,0,1
PGC 43136  ,PGC0043136,Sc,0,0,0,0,0,0,0,0,1
PGC 28366  ,PGC0028366,Sc,0,0,0,0,0,0,0,0,1
PGC 40694  ,PGC0040694,Sa,0,0,0,0,0,0,1,0,0
PGC 28274  ,PGC0028274,Sb,0,0,0,0,0,0,0,1,0
PGC 35320  ,PGC0035320,Sc,0,0,0,0,0,0,0,0,1
PGC 27946  ,PGC0027946,Sb,0,0,0,0,0,0,0,1,0
PGC 36659  ,PGC0036659,Sb,0,0,0,0,0,0,0,1,0
PGC 35302  ,PGC0035302,SBa,0,0,0,1,0,0,0,0,0
PGC 24948  ,PGC0024948,Sa,0,0,0,0,0,0,1,0,0
PGC 36644  ,PGC0036644,Sa,0,0,0,0,0,0,1,0,0
PGC 41587  ,PGC0041587,E,1,0,0,0,0,0,0,0,0
PGC 55078  ,PGC0055078,Sc,0,0,0,0,0,0,0,0,1
PGC 45168  ,PGC0045168,Sc,0,0,0,0,0,0,0,0,1
PGC 41050  ,PGC0041050,Sb,0,0,0,0,0,0,0,1,0
PGC 32987  ,PGC0032987,E,1,0,0,0,0,0,0,0,0
PGC 53424  ,PGC0053424,Sa,0,0,0,0,0,0,1,0,0
PGC 28590  ,PGC0028590,SBa,0,0,0,1,0,0,0,0,0
PGC 40363  ,PGC0040363,E,1,0,0,0,0,0,0,0,0
PGC 43100  ,PGC0043100,Sc,0,0,0,0,0,0,0,0,1
PGC 50341  ,PGC0050341,Sc,0,0,0,0,0,0,0,0,1
PGC 40119  ,PGC0040119,Sc,0,0,0,0,0,0,0,0,1
PGC 47855  ,PGC0047855,Sb,0,0,0,0,0,0,0,1,0
PGC 33128  ,PGC0033128,E,1,0,0,0,0,0,0,0,0
PGC 53411  ,PGC0053411,Sa,0,0,0,0,0,0,1,0,0
PGC 51207  ,PGC0051207,Irr,0,1,0,0,0,0,0,0,0
PGC 53418  ,PGC0053418,E,1,0,0,0,0,0,0,0,0
PGC 35314  ,PGC0035314,Sb,0,0,0,0,0,0,0,1,0
PGC 40987  ,PGC0040987,Sa,0,0,0,0,0,0,1,0,0
PGC 49991  ,PGC0049991,Sc,0,0,0,0,0,0,0,0,1
PGC 53419  ,PGC0053419,Irr,0,1,0,0,0,0,0,0,0
PGC 27784  ,PGC0027784,Irr,0,1,0,0,0,0,0,0,0
PGC 39503  ,PGC0039503,Irr,0,1,0,0,0,0,0,0,0
PGC 24548  ,PGC0024548,Sc,0,0,0,0,0,0,0,0,1
PGC 34199  ,PGC0034199,E,1,0,0,0,0,0,0,0,0
PGC 41828  ,PGC0041828,Irr,0,1,0,0,0,0,0,0,0
PGC 24595  ,PGC0024595,Sc,0,0,0,0,0,0,0,0,1
PGC 45920  ,PGC0045920,S0,0,0,1,0,0,0,0,0,0
PGC 50398  ,PGC0050398,Sb,0,0,0,0,0,0,0,1,0
PGC 43837  ,PGC0043837,SBb,0,0,0,0,1,0,0,0,0
PGC 37438  ,PGC0037438,SBc,0,0,0,0,0,1,0,0,0
PGC 34387  ,PGC0034387,S0,0,0,1,0,0,0,0,0,0
PGC 54674  ,PGC0054674,Sc,0,0,0,0,0,0,0,0,1
PGC 33190  ,PGC0033190,SBb,0,0,0,0,1,0,0,0,0
PGC 49672  ,PGC0049672,SBb,0,0,0,0,1,0,0,0,0
PGC 30430  ,PGC0030430,Sc,0,0,0,0,0,0,0,0,1
PGC 25956  ,PGC0025956,SBc,0,0,0,0,0,1,0,0,0
PGC 29475  ,PGC0029475,S0,0,0,1,0,0,0,0,0,0
PGC 43728  ,PGC0043728,Sa,0,0,0,0,0,0,1,0,0
PGC 50994  ,PGC0050994,Sc,0,0,0,0,0,0,0,0,1
PGC 39380  ,PGC0039380,Irr,0,1,0,0,0,0,0,0,0
PGC 52254  ,PGC0052254,Sa,0,0,0,0,0,0,1,0,0
PGC 25426  ,PGC0025426,Sc,0,0,0,0,0,0,0,0,1
PGC 37686  ,PGC0037686,Sb,0,0,0,0,0,0,0,1,0
PGC 33161  ,PGC0033161,Sc,0,0,0,0,0,0,0,0,1
PGC 33114  ,PGC0033114,Sa,0,0,0,0,0,0,1,0,0
PGC 26127  ,PGC0026127,Sa,0,0,0,0,0,0,1,0,0
PGC 36441  ,PGC0036441,Sc,0,0,0,0,0,0,0,0,1
PGC 34368  ,PGC0034368,Sb,0,0,0,0,0,0,0,1,0
PGC 44125  ,PGC0044125,SBc,0,0,0,0,0,1,0,0,0
PGC 43146  ,PGC0043146,E,1,0,0,0,0,0,0,0,0
PGC 36250  ,PGC0036250,Sc,0,0,0,0,0,0,0,0,1
PGC 55730  ,PGC0055730,SBb,0,0,0,0,1,0,0,0,0
PGC 41552  ,PGC0041552,E,1,0,0,0,0,0,0,0,0
PGC 36348  ,PGC0036348,SBa,0,0,0,1,0,0,0,0,0
PGC 55921  ,PGC0055921,Sc,0,0,0,0,0,0,0,0,1
PGC 36299  ,PGC0036299,S0,0,0,1,0,0,0,0,0,0
PGC 52979  ,PGC0052979,Sb,0,0,0,0,0,0,0,1,0
PGC 28796  ,PGC0028796,E,1,0,0,0,0,0,0,0,0
PGC 29428  ,PGC0029428,Irr,0,1,0,0,0,0,0,0,0
PGC 45362  ,PGC0045362,Sa,0,0,0,0,0,0,1,0,0
PGC 51237  ,PGC0051237,Sc,0,0,0,0,0,0,0,0,1
PGC 54195  ,PGC0054195,Sc,0,0,0,0,0,0,0,0,1
PGC 40597  ,PGC0040597,Sb,0,0,0,0,0,0,0,1,0
PGC 42503  ,PGC0042503,Irr,0,1,0,0,0,0,0,0,0
PGC 42264  ,PGC0042264,Sb,0,0,0,0,0,0,0,1,0
PGC 49925  ,PGC0049925,Sc,0,0,0,0,0,0,0,0,1
PGC 34178  ,PGC0034178,Sb,0,0,0,0,0,0,0,1,0
PGC 51784  ,PGC0051784,Sb,0,0,0,0,0,0,0,1,0
PGC 44495  ,PGC0044495,SBa,0,0,0,1,0,0,0,0,0
PGC 25328  ,PGC0025328,S0,0,0,1,0,0,0,0,0,0
PGC 33198  ,PGC0033198,Sb,0,0,0,0,0,0,0,1,0
PGC 36536  ,PGC0036536,Sb,0,0,0,0,0,0,0,1,0
